sentence	relation 
In this case report we describe a young female with BCS, which was the result of a <e1>combination</e1> of risk <e2>factors</e2>, including the recently discovered G20210A.	18
Each <e1>painting</e1> is built up of many <e2>layers</e2> over time, thin transparent layers are juxtaposed with thicker juicier layers of paint.	3
This <e1>train</e1>'s <e2>windows</e2> are elegantly curtained.	3
Most <e1>health</e1> related <e2>data</e2> has been developed by using animal models.	15
One marine <e1>mammal</e1> breaks open shellfish by hitting the shellfish with a <e2>stone</e2>.	11
The passenger set off the <e1>devices</e1> at Detroit Metropolitan Airport, causing a <e2>commotion</e2> and some injuries.	18
This ordinance was a result of the <e1>bond</e1> of profit <e2>agents</e2> getting angry over the recent expansion of the Broward County Pretrial program.	18
These trends have thrown <e1>women</e1> into totally inhibiting <e2>situations</e2>.	18
The design of the shape of the can ends moreover has a marked effect on their ability to resist <e1>deformation</e1> from internal <e2>pressure</e2>.	1
Caribbean criminal groups have been transporting <e1>cocaine</e1> into major <e2>cities</e2> in USA.	6
My grandfather's backyard is an absolute <e1>jungle</e1> of old wrecked <e2>cars</e2>.	13
A Chowchilla man is behind bars, after a pipe <e1>bomb</e1> was discovered inside a mobile <e2>home</e2>.	18
It's basically just a shack with a fridge and some fosters <e1>beers</e1> stacked up the back <e2>wall</e2>.	18
The <e1>users</e1> are running into <e2>problems</e2> with the installer.	18
The <e1>mummy</e1> originally was inside a <e2>wooden coffin</e2>, which had deteriorated.	4
The biggest political sex <e1>scandal</e1> came from a <e2>democrat</e2>.	8
This was demonstrated for a <e1>servomotor</e1> driven-robot <e2>arm</e2> using a computer simulation.	2
Apartment residents in Delaware were awarded $1 million for health problems due to mold <e1>growth</e1> from unrepaired <e2>leaks</e2>.	1
In a literature review of 875 cases of Merkel cell carcinoma, the <e1>tumor</e1> was the cause of <e2>death</e2> in 34% of these patients.	0
In some cases, however, teachers have been given sole responsibility for a <e1>class</e1> of thirty <e2>students</e2>, with as many as ten having disabilities.	13
Industries have pushed <e1>fishermen</e1> into fragile marine <e2>reserves</e2>.	6
On entering the water the Esprit's wheels turned inwards to reveal four lateral fins and a <e1>periscope</e1> popped out of the <e2>roof</e2>.	8
The reactor <e1>meltdown</e1> caused a chain <e2>reaction</e2> that destroyed all the towers in the network.	0
To perform these exercises, the patient sits in a chair with the elbow supported on the edge of a table or on the <e1>arm</e1> of the <e2>chair</e2>.	2
He cleaned his <e1>piano</e1> <e2>keys</e2>, using the proposed tips, but also remembered: playing with clean hands can prevent future headache.	3
A <e1>model</e1> for a summer house by the <e2>carpenter</e2> and architect William Thornton was approved by Sir Abstrupus in 1700.	16
A 15 minute <e1>plane</e1> drive from <e2>runway</e2> to terminal is uncommon.	8
Instead of plowing the land with a single furrow plow, some large-scale <e1>farmers</e1> began to use a multiple share or bukker <e2>plow</e2>.	11
For example, <e1>measles</e1> and chickenpox cause <e2>rashes</e2> along with other symptoms.	0
Mehmet Oz, a cardiovascular <e1>surgeon</e1>, is part of a new <e2>generation</e2> of doctors who are taking medicine to new technological and spiritual frontiers.	12
In response to the problem, the <e1>assembly</e1> composed the following <e2>statement</e2>.	17
I had three of the eights against a <e1>flush</e1> of <e2>clubs</e2>.	18
My <e1>flight</e1> arrived at the usual <e2>gate</e2>.	6
Over the years, <e1>hikers</e1> have piled up rocks into semicircular <e2>shelters</e2>.	17
This <e1>machine</e1> pops out <e2>pancakes</e2> at a rate of 200 pancakes per hour.	17
Just like in Oyo State, Obasanjo sired a <e1>clique</e1> of <e2>renegades</e2>, who believe that the State treasury is their birthright.	13
Because of the Depression the original design was cut back significantly, but the <e1>building</e1> contained a number of unique <e2>architectural features</e2>.	3
My parents bought her a <e1>silver</e1> <e2>necklace</e2> almost identical to the one pictured.	18
"The origin of the <e1>word</e1> ""thong"" is from the Old English <e2>thwong</e2>."	8
The <e1>train</e1> started to its <e2>destination</e2>.	6
They ordered <e1>vaccine</e1> made with a 50-year-old egg <e2>technology</e2> rather than experimental methods.	18
Teacher Man is a 2005 <e1>memoir</e1> written by Frank McCourt which describes and reflects on his <e2>teaching experiences</e2> in New York high schools and colleges.	14
More than 4500 tons of nitrogen oxides annually -- a <e1>pollutant</e1> that causes smog, acid <e2>rain</e2>, and contributes to asthma attacks and other breathing problems.	0
The <e1>band</e1> themselves explained the decision with a following <e2>statement</e2> on their official website.	17
Created by Bloc 8406, this <e1>manifesto</e1> declares the <e2>need</e2> for democratic reforms in Vietnam.	14
<e1>Solutions</e1> involving <e2>legislation</e2>, technical innovation and international cooperation have been examined.	18
The popcorn <e1>truck</e1> was improvised by an Armenian cabinet <e2>maker</e2> who came here in 1914 to escape Turkish massacres.	16
They have talked to <e1>people</e1> who have come out of their <e2>body</e2> in surgery; they come out of their body after an accident.	8
After the pottery is formed, either by a <e1>potter</e1>'s <e2>wheel</e2> or more primitive means, it has been left to thoroughly dry.	11
<e1>Bounding pulses</e1> are caused by the relatively low systemic <e2>arterial blood pressure</e2> due to the continuous runoff of blood from the aorta into the pulmonary artery.	1
The red bead on the <e1>crank</e1> of the <e2>toy</e2> detaches, posing a choking hazard to young children.	2
The <e1>artist</e1> who originally made the <e2>song</e2> popular is listed for reference only.	18
<e1>Light</e1> was composed of <e2>corpuscles</e2> (particles of matter) which were emitted in all directions from a source.	3
The <e1>landslides</e1> caused by these earthquakes and <e2>aftershocks</e2> were concentrated along the mudstone and sandstone surfaces.	1
She grabbed your arm and twisted it until the <e1>shoulderbone</e1> popped out of the <e2>socket</e2>.	8
The <e1>carrier polymers</e1> are migrating into the target <e2>organs</e2>.	6
His <e1>works</e1> criticize agricultural <e2>civilization</e2> as inherently oppressive.	14
They put <e1>wine</e1> in the exact <e2>context</e2> it needs to be kept in - not so bloody serious.	18
Its <e1>collections</e1> illustrate admirably the <e2>natural history</e2>, archeology and art of Southern India.	14
Each independent <e1>variable</e1> is moving into its <e2>axis</e2> constantly.	6
The cold <e1>temperature waves</e1> are flowing into the <e2>desert</e2>.	6
The theory in possession about leather-making shows that penetration and <e1>bond</e1> of tanning <e2>agents</e2> are supplement each other during the tanning process.	18
We have all seen videos showing a <e1>yoke</e1> of <e2>oxen</e2> plowing a rice paddy or hauling a dray.	13
A <e1>bottle</e1> with <e2>cereal</e2> in it contains more calories than the bottle alone so it can set your baby up for some overeating habits.	5
The old <e1>man</e1> went into diabetic <e2>coma</e2>.	18
The collapsing funnel compressed to a fraction of its extended size, and the <e1>unit</e1> was moved to a kitchen <e2>drawer</e2>.	6
Like normal 'Simon' games, it starts with a one digit sequence, and then increases indefinitely until the <e1>caller</e1> makes a <e2>mistake</e2>.	0
Sir John Mortimer, the <e1>barrister-cum-writer</e1> who created the Old Bailey's most famous fictional <e2>defender</e2>, has died at the age of 85.	17
The Baha'u'llah <e1>religion</e1> has liberated human minds by a <e2>prohibition</e2> within His Faith against any caste with ecclesiastical prerogatives.	17
The government has been dumping huge amount of <e1>money</e1> into the devastated <e2>economy</e2>.	6
He testified that cause of <e1>death</e1> was massive bleeding into the blood sac of the heart caused by a stab <e2>wound</e2> on the left chest.	1
Showing a sample of a fertilizer package this <e1>fertilizer</e1> <e2>company</e2> shows what to look for on their label.	16
The <e1>mouse</e1> was enclosed in a <e2>prison</e2> with no hope of escape.	4
The <e1>TV</e1> was in a <e2>cabinet</e2> that you can only see from the bed but not from the side because of the cabinet's door.	4
In the present study, we adapted a <e1>battery</e1> of <e2>tests</e2> used to assess age-related cognitive decline in English speakers for use with older Spanish speakers.	13
The second memorable shift was in September, when the <e1>plant</e1> made the 75-millionth ton of <e2>steel</e2>.	17
These are memorable words written on a piece of <e1>paper</e1> kept in a <e2>museum</e2>.	18
This attachment has a taper shank which is inserted in the <e1>spindle</e1> of the <e2>machine</e2>.	2
He removed the glass <e1>slide</e1> precleaned in piranha solution that was placed upright in a <e2>beaker</e2>.	4
<e1>Fats</e1> from meat and dairy cause heart <e2>disease</e2>, the leading killer of people with diabetes.	0
I have placed a new <e1>memory card</e1> directly into my mobile <e2>phone</e2>.	6
He poured <e1>water</e1> into a <e2>cookie pan</e2>, put the mold into the pan, and froze the two together.	6
The <e1>water</e1> pushed to the coast resulted in <e2>tides</e2> as much as three feet above normal, with waves of 5-10 feet atop these tides.	0
The <e1>liver</e1> synthesizes angiotensinogen, a <e2>hormone</e2> that is responsible for raising the blood pressure when activated by renin.	17
Murmur of Water, Kuttimuratov's other piece I photographed for you, shows the Zoroastrian <e1>goddess</e1> of water with a <e2>fish</e2>.	18
Josie Cormier, succumbed to peer pressure and now hangs out with the popular <e1>crowd</e1> that often instigates the <e2>harassment</e2>.	0
There are enough gills there to serve the oxygen demands of an entire <e1>shiver</e1> of whale <e2>sharks</e2>.	13
Her <e1>father</e1> also was a member of the new <e2>party</e2> and supported Abraham Lincoln.	13
The <e1>gas</e1> is blown into the molten <e2>metal</e2> through a gas blast nozzle in a refining furnace.	6
The <e1>workers</e1> build the <e2>honeycomb</e2> in which the eggs are laid and the honey and pollen is stored.	17
Natural rubber latex or synthetic <e1>rubber</e1> is the main ingredient used for making rubber latex dipped <e2>products</e2>.	9
The <e1>spam</e1> already travels into the <e2>mail server</e2>.	6
The <e1>news</e1> that there was an <e2>execution</e2> in Lydgate's house had got to Lowick by the evening.	14
The <e1>interrogation</e1> covers von Neurath's <e2>activities</e2> during the years 1932 to 1938 and Hitler's policy of aggression during the late 1930s.	18
<e1>Vegetable</e1> <e2>stew</e2> is a delicious, low calorie and healthy meal to enjoy on a cold winter night.	9
The universe was made with a <e1>plan</e1> by a <e2>designer</e2>.	16
Preferably, the fuse is foreseen between the <e1>pin</e1> of the <e2>plug</e2> which projects to the outside and the inner connector of the plug.	2
For this installation, I poured <e1>flour</e1> into nylon <e2>stockings</e2> and created shapes that looked a lot like bodies themselves.	6
"This barbell <e1>toy</e1> has an acrylic <e2>ring</e2> to rattle and lots of dots to ""tongue""."	3
The <e1>company</e1> builds many of the <e2>machines</e2> used in the manufacturing of the beds and the upfitting of the chassis.	17
The <e1>infusion</e1> was contained in a 6 ml plastic disposable <e2>syringe</e2>.	4
When a <e1>watch</e1> of <e2>nightingales</e2> is at the height of breeding season, the males serenade their prospective brides with one of the most glorious and celebrated bird songs there is.	13
The severe <e1>famine</e1> following the <e2>good years</e2> required a political and economic reorganization in the country.	18
Frequent agitations throw academic <e1>life</e1> into <e2>disarray</e2>.	18
Monica Mullikin ('00) is working for Willis of Minneapolis as a catastrophe risk analyst for this <e1>reinsurance</e1> <e2>company</e2>.	18
An Afghan handed over innocent <e1>people</e1> into <e2>torture</e2>.	18
Preliminary experiments seemed to support this idea in that the <e1>quenches</e1> produced the predicted high <e2>vortex-densities</e2>.	0
India plans to build a <e1>constellation</e1> of seven geo-stationary <e2>satellites</e2> at a cost of Rs 1,600 crore to meet the navigational system requirements in cars, trains and aircraft.	13
The <e1>call</e1> came from a Minnesota <e2>father</e2> who said his daughter was in the chapel that day.	8
The reddish purple bracts of the flower roll back and split to expose a <e1>hand</e1> of <e2>bananas</e2>, usually at the rate of one per day.	13
Following step 2 in making pancake, he poured the <e1>batter</e1> in the <e2>pan</e2>.	6
In general, I am not in favour of the television journalist, Mr Jeremy Paxman, a gentleman who reads the news with the impatience of a man astride a <e1>bike</e1> of <e2>wasps</e2>, but I must confess I have been warming to him in recent weeks.	13
The <e1>spores</e1> were blown into the <e2>air</e2> and a spark caused them to give off an enormous flash.	6
Campbell, from the <e1>congressman</e1>'s own <e2>party</e2>, stepped into the fray, introducing a special bill that made an exception to the general rule in the particular case of the student, Jesus Apodaca.	12
The <e1>perturbations</e1> caused by the substorm related field-aligned <e2>currents</e2> are most notable in the east-west deflections of the geosynchronous magnetic field.	1
The <e1>crew</e1> had dug a <e2>trench</e2> for her to walk in so that she would not dwarf the star.	17
Currently, there is no known cure for asbestos cancer but several mesothelioma treatment regimens have proven to be successful in helping the patient avoid <e1>pain</e1> and discomfort caused by the <e2>disease</e2>.	1
"The <e1>device</e1> was contained in a small <e2>jiffy bag</e2> with a white label, with a post mark that was ""not local""."	4
A cancer survivor writes about the relatively rare occurrence of <e1>calcification</e1> of the breast after radiation <e2>therapy</e2>.	1
In the beginning, a <e1>fire</e1> started from the ring <e2>area</e2> of a crude oil storage tank(33000kl).	18
His <e1>death</e1> during one of the Portuguese raids caused the <e2>abandonment</e2> of the settlement.	0
James P. Gorman greeted his employees on Tuesday with a <e1>memorandum</e1> that outlined the management <e2>changes</e2> at the firm.	14
Today's curious <e1>thinkers</e1> are keeping Ben's traditions alive by inventing new and improved <e2>ways</e2> to make things work.	18
Literally, many <e1>islands</e1> are sinking into the <e2>sea</e2> due to global climate changes.	6
He used to bring some <e1>cigarettes</e1> into these Middle Eastern <e2>countries</e2>.	6
Federal <e1>dollars</e1> flow into Halifax recreational <e2>facilities</e2>.	6
<e1>Employees</e1> wear a <e2>sharee</e2> as its a sign of formal dresss code.	11
In a staggering lapse of judgment, the National Research Council let its <e1>panel</e1> of hydrogen <e2>advocates</e2> publish a deeply flawed report trashing plug-in hybrids.	13
"The <e1>police</e1> told an open government <e2>surveyor</e2> it ""doesn't give out the records""."	18
This website is dedicated to providing quality <e1>addiction</e1> related <e2>information</e2> and drug and alcohol treatment program listings.	15
Try a Google search for the <e1>motherboard</e1> <e2>manufacturer</e2> and exact model if the information is not listed above.	16
This <e1>house</e1> has a false front <e2>door</e2> facing the river and a real entrance on Wilmington Street.	3
Here is another <e1>work</e1> from the pen of a vital American <e2>composer</e2>.	16
A popular kitchen protection is a <e1>rope</e1> of <e2>garlic</e2>, onions or peppers.	3
"""Suzy"" probably refers to the <e1>artist</e1>'s <e2>assistant</e2>, Suzanne Miller."	18
High test scores have placed the <e1>student</e1> into a top <e2>university</e2>.	6
The Philippines' aboriginal <e1>inhabitants</e1> arrived from the Asian <e2>mainland</e2> around 25000 BC.	8
Flamenco and bullfight cultural icons such as the ghostly bullhorns of the bullfight, or the <e1>anvil</e1> of the Romani (gypsy) <e2>blacksmiths</e2> are used in these paintings to visually sing a seguiriyas.	10
The <e1>lithium</e1> was contained in a <e2>stainless steel tray</e2> in two semicircular halves at the bottom of the vacuum vessel.	4
It's the <e1>quality</e1> inside a fertilizer <e2>bag</e2>.	18
Magnetic nanoworms and nanocrystals deliver the <e1>amino acid</e1> to the <e2>tumors</e2>.	6
There is a <e1>suitcase</e1> full of <e2>money</e2>, which is being auctioned off.	5
This <e1>poster</e1> advertises the 1898 <e2>exhibition</e2> of the shroud.	14
The Awards <e1>committee</e1> is comprised of a <e2>chair</e2> appointed by the President, with the approval of the Board of Directors.	13
The <e1>principles</e1> on which <e2>homoeopathy</e2> is based are very different to conventional medical beliefs.	18
In this section are <e1>horses</e1> born in Tori <e2>stud</e2> that have made Tori breed famous and maintained that fame.	18
A single <e1>blow</e1> made with the <e2>chisel</e2> angled incorrectly cracks a block or break a delicate protrusion.	18
In order to gather experimental data, researchers explicitly defined a <e1>model</e1> describing the <e2>process</e2>.	18
The <e1>flip-flop</e1> is a basic element of the sequential <e2>circuit</e2> and there are various structures even for the same type.	2
My little brother's <e1>tooth</e1> was in a <e2>cup</e2> of water the other day and I nearly fainted when I saw it.	4
A <e1>player</e1> manipulates a <e2>keyboard</e2>, a mouse, or a joystick as a game scene is displayed on a video monitor, or the like.	11
The pancreas is the <e1>organ</e1> of the body that produces <e2>insulin</e2>.	17
In humans, the <e1>cerebellum</e1> comprises only about one-tenth of the total volume of the <e2>brain</e2>, but more than 50 percent of all its neurons are located in the structure.	2
These centres, along with appropriate educational and psychosocial interventions, helped children overcome the <e1>trauma</e1> and stress caused by the <e2>earthquake</e2>.	1
It's coming along really well; I've got a base <e1>version</e1> with <e2>diffing</e2> in it released in less than a couple of weeks.	3
Other <e1>reports</e1> talk about the former government <e2>troops</e2> that are holding out in other regions of Sierra Leone, particularly the town of Makeni.	14
The <e1>damages</e1> caused by mudslides, <e2>tremors</e2>, subsidence, superficial or underground water were verified, as well as swelling clay soils.	1
The <e1>accident</e1> caused a major traffic <e2>snarl</e2> on the arterial road.	0
BMW's iDrive 4.0 brings in a <e1>horde</e1> of new <e2>features</e2>.	13
Recently, only insignificant <e1>things</e1> arrive to <e2>theatres</e2>.	6
The scientists injected <e1>fluids</e1> into the <e2>animals</e2>.	18
A <e1>biologist</e1> combines a range of diverse and distributed <e2>resources</e2> (databases, tools, instruments) to answer complex questions.	11
The <e1>castle</e1> has two big concentric <e2>towers</e2>, corresponding to a three-story building with two smaller towers at its exterior angles.	3
As usual, an <e1>asterisk</e1> denotes a censored <e2>observation</e2>.	18
The <e1>car</e1> has been delivered to the upholstery <e2>shop</e2>.	6
Amendment 4 removed the <e1>subsection</e1> which applies the <e2>measure</e2> to partner authorities of local authorities.	11
Enigmatic discoveries of dark matter a few decades ago and of dark energy a few years ago have thrown <e1>physics</e1> into <e2>turmoil</e2>.	18
Pink Kodiak is coming in like a <e1>rake</e1> of <e2>colts</e2>.	13
Our experience extends to 15 years continued promotion of this <e1>archipelago</e1> of nine <e2>islands</e2>.	3
He underlined the tiny <e1>sacrifices</e1> made by Western <e2>armies</e2> in comparison with those of the Red Army.	18
Melvin Hancock was one of the residents to spot the about 85 pound full-grown coyote and other residents have seen a <e1>band</e1> of <e2>coyotes</e2> with a litter of pups.	13
This dissertation examines four <e1>romances</e1> copied by the <e2>scribe</e2> himself.	18
I am looking for <e1>jeans</e1> with a <e2>zipper</e2> all the way from the waistband in front to the waistband in the back.	3
"A best-selling <e1>book</e1> by an anonymous CIA <e2>official</e2> assures us that our ""survival"" is at stake."	16
The museum's first <e1>director</e1>, who oversaw the museum for 50 years, converted the building into an art <e2>studio</e2>.	17
You noticed the three numbers at the bottom of a <e1>fertilizer</e1> <e2>package</e2>.	4
The <e1>outfielder</e1> needs a <e2>glove</e2> that is large enough.	11
His intellectually engaging books and <e1>essays</e1> remain pertinent to illuminating contemporary <e2>history</e2>.	18
Four sets of wax <e1>glands</e1>, situated inside the last four ventral segments of the abdomen, produce <e2>wax</e2> for comb construction.	17
The <e1>materials</e1> were produced by <e2>mixing</e2> the constituents and processing them through a press/sinter cycle to produce a consolidated material.	18
Letters were be submitted by 5 p.m. on the Wednesday before <e1>publication</e1> by <e2>mail</e2>.	18
I'm looking at one right now and he appears to be very content, despite the fact that he's trying to sleep in a <e1>kitchen</e1> that contains a noisy <e2>boiler</e2>.	3
Jane works all day in the <e1>toy</e1> <e2>factory</e2>.	16
The following is a <e1>list</e1> showing the 100 largest incorporated <e2>cities</e2> in the state of California ranked by population.	13
<e1>Philosophy</e1> is a special kind of discourse that uses <e2>language</e2> in order to give us access to extra-linguistic truth.	11
The <e1>speeches</e1> were on the subject of the <e2>relationship</e2> between institutional and poetic violence.	14
The banded <e1>racer</e1> needs <e2>advice</e2> on accommodation.	18
Currently, the <e1>villagers</e1> operate a ram oil <e2>press</e2> that is counter-intuitive to use and leads to sub-optimal oil extraction from groundnuts.	11
My <e1>itinerary</e1> was in a <e2>suitcase</e2>, among stacks of teaching materials so I asked the Delta ticket agent to look up my outgoing flight number.	4
Most <e1>sewing machines</e1> use a sturdier <e2>stitch</e2> known as the lock-stitch.	11
The <e1>statue</e1> is an armless depiction of a young <e2>boy</e2> and was first acknowledged as an early work of Michelangelo in 1997.	14
The <e1>magnetic field</e1> is generated by an electric <e2>current</e2> circulating in the star's interior.	1
All <e1>parties</e1> were taken into <e2>confidence</e2> over Swat offensive.	18
Hand-stitched with fabric and <e1>clothing</e1> from different <e2>eras</e2> of her life, this quilt is imbued with meaning and memory.	8
The final <e1>round</e1> lets the last 2 <e2>contestants</e2> answer the question from a hint of a given qualification to find the last man standing.	18
<e1>Investment</e1> flows into emerging <e2>markets</e2>.	6
A tent assembly includes a <e1>tent</e1> <e2>frame</e2>, a top support frame mounted on top of the tent frame, and an umbrella frame connected to the top support frame.	3
The <e1>bacon</e1> <e2>manufacture</e2> is the 74th greatest export of Denmark.	18
The <e1>courts</e1> created the Freeman-Walter-Abele <e2>test</e2> to determine whether an algorithm only represents an abstract idea.	17
It was this moist <e1>ground</e1> that during construction engulfed a <e2>crane</e2> which remains under the stadium today.	18
The <e1>bank</e1> issued a <e2>statement</e2> at around 2am in the UK confirming that it would buy Lehman's North American investment banking and capital markets business.	17
We always try to maintain the best <e1>environment</e1> for <e2>programmers</e2>, starting with good salary and conducive working environment.	18
As the face of each card is displayed, the <e1>subject</e1> identifies the name associated with the <e2>card</e2>.	18
Since then, millions of <e1>dollars</e1> have gone into <e2>reconstructions</e2> for victims of tsunami in 2004.	18
The <e1>panel</e1> considers the <e2>impact</e2> of the exhibition.	14
The frontal <e1>cortex</e1> is a part of the <e2>brain</e2> that maintains very close ties with the limbic system.	2
The <e1>manuscript</e1> has been the object of intense <e2>study</e2> by many professional and amateur cryptographers.	18
There are also dark American-inspired murals copying urban <e1>scenes</e1> from gangster <e2>movies</e2> and picturing gangsta rap heroes.	8
The <e1>climber</e1> had a <e2>hook</e2> in each hand.	11
The correct targeting <e1>signal</e1> is imported into the <e2>peroxisomes</e2>.	6
The <e1>book</e1> criticizes the institutionalized nuclear <e2>family</e2> from a feminist perspective.	14
He was very careful to see that the bit of the <e1>ax</e1> comes in direct line with the <e2>helve</e2>.	3
The mobile <e1>meth</e1> was inside a <e2>van</e2> parked inside a storage unit at 4095 West Kearns.	18
His <e1>collection</e1> of sunglasses was in a <e2>cabinet</e2> against one of the walls.	4
For me, the most interesting thing was some pottery by <e1>people</e1> who are so well known for their <e2>pottery</e2> like Picasso or Miro.	17
You saw professional <e1>chefs</e1> using a garlic <e2>press</e2>.	11
The root <e1>vocabulary</e1> was generated from the world's six most widely spoken <e2>languages</e2> (Chinese, Hindi/Urdu, English, Spanish, Arabic and Russian).	8
It was the <e1>destruction</e1> of the gold standard by the government that caused the unprecedented <e2>collapse</e2> in the world economy.	0
The <e1>newspaper</e1> was reporting <e2>news</e2> from Macedonia from that period.	14
The <e1>rings</e1> are preferably made from a <e2>copolymer polypropylene</e2>.	18
<e1>Cities</e1> produce surprisingly low carbon <e2>emissions</e2> per capita.	0
77793 <e1>civilians</e1> have arrived into the government controlled <e2>areas</e2> within the last two days.	6
He was generous enough to bring in a <e1>hamper</e1> of festive <e2>goodies</e2> for one of you lot to win.	5
The chemical <e1>reaction</e1> in the water caused a bubbling <e2>affect</e2> on the surface.	0
Johnny remembered the two of them having the waiters bring for their inspection a <e1>brace</e1> of dressed <e2>ducks</e2>, or pheasants, before ordering them cooked.	13
However, the two <e1>brothers</e1> created the Glagolithic <e2>alphabet</e2>; it was their disciple Saint Climent who invented the simpler Cyrillic alphabet and named it in honor of his teacher.	17
The company invested a <e1>million</e1> into a new <e2>product</e2> for potential profit.	6
And John was able to talk to some people in the U.S. government and verify that the substantive contents of the <e1>memo</e1> were a reasonably accurate <e2>transcription</e2> of what had transpired.	18
Most people buy pre-made <e1>candle</e1> <e2>wicks</e2> when making homemade candles.	18
There are everyday actions that can help prevent the spread of <e1>germs</e1> that cause respiratory illnesses like <e2>influenza</e2>.	0
As we saw earlier, <e1>helicobacter</e1> is responsible for causing stomach <e2>ulcer</e2>.	0
Additionally, the <e1>president</e1> won the Democratic nomination with the <e2>help</e2> of the super delegates.	18
The 25-member steering <e1>committee</e1> that drafted the <e2>document</e2> also passed it through two Palestinian GFM organizers.	17
Different from the curry source, chicken <e1>bouillon</e1> is mainly distilled from <e2>chicken</e2>.	8
His mother's <e1>body</e1> was in a <e2>chest freezer</e2> in the basement.	4
A grieving family learned their 95-year-old great-grandmother had been cremated when they found a stranger's <e1>body</e1> in her <e2>casket</e2>.	4
It is the oldest and largest international research consortium aimed at understanding the <e1>challenges</e1> facing the global automotive <e2>industry</e2>.	18
The <e1>restaurant</e1> is advertised by the official municipal <e2>website</e2>.	15
The <e1>excitement</e1> comes from Frakes's <e2>direction</e2> -- his liveliness, and his pleasure in looking at, and showing us, events and images.	8
<e1>Brutality</e1> was an intrinsic part of <e2>plantation life</e2> and no child, however privileged or protected, could escape its ugliness or it savagery.	18
He poured his <e1>passion</e1> into his <e2>lover</e2>.	6
The <e1>joy</e1> comes from Cather's <e2>writing</e2>: precise observation and wording, the lilting cadence of her phrasing, the beautiful and clear pictures she evokes of scenery and characters, and the unfamiliar, old fashioned words and expressions she uses.	1
The <e1>galls</e1> are caused by the <e2>larvae</e2> of a small gnat-like midge, Dasyneura communis Felt.	16
The voltage swing obtainable across the load is greater than the output voltage <e1>swing</e1> obtainable from the <e2>amplifier</e2> alone, thus the efficiency of the amplifier system and power handling capacity of the system are improved.	1
Many old <e1>products</e1> are exported to developing <e2>countries</e2>.	6
Today most of the world's unreached people live in the <e1>jungle</e1> of big <e2>cities</e2> and no longer in the real jungle.	18
The <e1>drugs</e1> were in a <e2>box</e2>.	4
Frazerian theory of <e1>corn</e1> <e2>spirits</e2> and fertility and have thus needed to enquire no further, so their distribution and function remains unclear.	18
There are a few simple steps you take to ensure you have selected the correct <e1>landscape</e1> <e2>company</e2>.	16
That puts you a little above the <e1>recomendations</e1> from the <e2>article</e2> I linked, but not rediculously so.	8
The <e1>sub-catchment</e1> is farmed primarily for <e2>beef sucklers</e2> with a single dairy enterprise and a single poultry unit so the land use is entirely grassland.	9
Her <e1>clothes</e1> were in a <e2>box</e2> with no lid sitting on the next higher step.	4
"The <e1>plastic bottle</e1> contained a working ""Shake-N-Bake"" method <e2>meth lab</e2>."	5
With iterpipes, python is ready to replace the bash <e1>shell</e1> for <e2>scripting</e2>.	18
<e1>Electrolysis</e1> of the resulting mixture caused the <e2>reduction</e2> of the aluminum ions in the Al2O3.	0
The <e1>actress</e1> went into <e2>cardiac arrest</e2>.	18
The <e1>observatory</e1> has used a 45-meter cosmic radio emission <e2>telescope</e2> to make a number of important contributions.	11
The ovarian <e1>tumour</e1> was put inside a plastic <e2>bag</e2> before retrieval.	4
The <e1>robot</e1> reached the goal using a smaller number of internal <e2>states</e2> than with the conventional methods.	3
The local <e1>newspaper</e1> keeps New Brighton residents informed on various <e2>events</e2> in the city.	14
Phobia like <e1>fear</e1> from <e2>crowd</e2>, fear from insects, fear from height etc all contribute in developing the anxiety disorder.	1
The <e1>bombing</e1> produced the worst <e2>carnage</e2> since a Nov. 23 attack in the Shi'ite slum of Sadr City that killed more than 200 people.	0
I especially love the way the <e1>scroll wheel</e1> of the <e2>mouse</e2> riffles through the tabs; it's so fast and easy.	2
The <e1>sink</e1> was in a cabinet type <e2>stand</e2> with the sides of the sink being the same porcelain coated cast iron as the sink.	2
The <e1>shop</e1> machined the part with a 1.25 inch <e2>diameter</e2>.	18
These <e1>germs</e1> cause illnesses ranging from common ailments, like the cold and <e2>flu</e2>, to disabling.	0
Her <e1>speeches</e1> have special reference to environmental <e2>policy</e2>.	14
A <e1>rower</e1> has one <e2>oar</e2> in sweep rowing, an oar in each hand in sculling.	11
"Most of the relevant <e1>theories</e1> were derived by the <e2>geodesist</e2> in his famous books ""Die mathematischen und physikalischen Theorien der hoeheren Geodaesie"" (1880)."	16
The <e1>defendant</e1> had absconded from his <e2>probation</e2>.	8
Side-pull brakes are secured by a <e1>cable</e1> clamp <e2>nut</e2>.	18
At the <e1>saint</e1>'s <e2>prayer</e2>, the statue comes to life, and drops of milk, a metaphor for the gift of life, fall from the Virgin's breast onto Bernard's lips.	17
Arginine-rich intracellular delivery peptides noncovalently transported the <e1>protein</e1> into the living <e2>cells</e2>.	6
Cream of <e1>mushroom</e1> <e2>soup</e2> was first made available in the 30s and became one of the most popular recipe helpers as a substitution for veloutes and bechamel sauces.	9
The <e1>earthquake</e1> caused a bulrush <e2>marsh</e2> at West Point, on the Puget Sound shore in Seattle, to drop and the tsunami deposited sand on top of the marsh.	0
This paper offers a reflexive <e1>account</e1> of secondary <e2>analysis</e2> focused on the topic of convenience food and choice.	14
